OTU;taxo1;taxo2;taxo3;taxo4;taxo5;taxo6;taxo7;taxo8;LSA_feb_16;LCL_feb_16;LSC_aug_16;LCT_oct_16;LCL_sep_16;LSA_oct_16;LSC_may_16;LSA_aug_16;LSC_oct_16;LCT_jul_17;LCL_nov_16;LCL_jul_17;LSA_may_17;LSC_feb_17;LCL_sep_17_F;LCL_sep_17;LCT_sep_17;LCT_sep_17_F;LSA_sep_17;LSA_sep_17_F;LSC_24_aug_17;LSC_jul_17;LSC_jul_17_F;LSC_31_aug_17;LSC_31_aug_17_F;LCL_jul_17_F;LCT_jul_17_F;LCL_may_17;LCL_mar_17;LSC_mar_17;LCL_jan_17;LCT_mar_17;LSA_feb_17;LCL_feb_17;LCT_jan_17;LCT_feb_17;LSA_mar_17;LSC_may_17;LSA_jan_17;LSC_jan_17;LCT_may_17;LSC_mar_16;LSA_jul_17
846;Bacteria;Bacteroidetes;Bacteroidia;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;50;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;34;0;0;0;0
480;Bacteria;Bacteroidetes;Bacteroidia;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
473;Bacteria;Bacteroidetes;Bacteroidia;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;3;0;0;1;0;0;19;0;0;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;5;0;0;1;5;0
302;Bacteria;Bacteroidetes;Bacteroidia;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;1;1;0;0;0;2;9;0;0;0;5;0;0;0;0;2;490;0;7;4;4;0;204;0;5;0;0
645;Bacteria;Bacteroidetes;Bacteroidia;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;2;0;8;0;0;0;0;13;12;0;0;0;2;0;0;0;0;0;31;58;0;1;2;5;13;0;0;0;0;0;0;0;6;0;0;0;0;0;2;0;0;0;2
444;Bacteria;Bacteroidetes;Ignavibacteria;OPB56;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;1;0;89;0;240;0;0;0;0;0;0;0;0;0;0;14;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17
611;Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Simkaniaceae;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;4;1;5;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
613;Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Simkaniaceae;Unclassified;Unclassified;Unclassified;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;5;0;0;2;1;0;0;1;0;0;0;1;0;0;0;3;0
331;Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Simkaniaceae;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;1;0;2;3;2;0;0;2;0;0;1;3;1;0;0;4;0
632;Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Simkaniaceae;Unclassified;Unclassified;Unclassified;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;110;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;3
307;Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
203;Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;Unclassified;Unclassified;Unclassified;5;12;17;3;35;5;15;31;29;0;12;21;8;5;1;1;0;1;11;12;103;51;137;3;17;9;27;8;51;2;63;44;26;39;61;17;9;10;156;13;6;1;20
317;Bacteria;Chloroflexi;SL56;marine group;Unclassified;Unclassified;Unclassified;Unclassified;0;37;0;1;22;0;2;0;3;0;55;7;0;35;4;14;1;4;0;0;0;0;0;0;1;84;5;11;71;6;63;2;0;129;11;7;1;2;1;11;1;6;0
830;Bacteria;Cyanobacteria;Melainabacteria;Caenarcaniphilales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;1;2;0;0;0;0;1;77;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
755;Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;Nostocaceae;Unclassified;Unclassified;Unclassified;0;0;0;0;0;12;0;75;0;0;0;0;0;0;0;0;0;0;36;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85
212;Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;Nostocaceae;Unclassified;Unclassified;Unclassified;0;0;0;0;25;521;0;393;0;0;19;0;5;0;0;0;0;0;341;358;0;0;3;0;0;0;11;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;851
394;Bacteria;Cyanobacteria;Oxyphotobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;1;57;46;0;43;3;14;0;50;11;0;0;8;24;65;16;8;12;17;15;8;10;10;11;0;0;0;0;0;2;0;0;0;0;0;14;0;0;12;0;6
883;Bacteria;Dependentiae;Babeliae;Babeliales;Babeliaceae;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;7;2;9;2;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
439;Bacteria;Dependentiae;Babeliae;Babeliales;UBA12409;Unclassified;Unclassified;Unclassified;0;1;0;0;1;0;12;0;1;0;2;0;0;1;0;0;0;1;0;0;0;5;7;6;4;0;2;0;5;25;12;0;3;6;0;0;10;10;1;0;0;20;0
155;Bacteria;Dependentiae;Babeliae;Babeliales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;2;0;69;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9;2;3;390;204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
185;Bacteria;Dependentiae;Babeliae;Babeliales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;1;17;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
205;Bacteria;Dependentiae;Babeliae;Babeliales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;1;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;6;0;2;4;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
527;Bacteria;Dependentiae;Babeliae;Babeliales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
803;Bacteria;Dependentiae;Babeliae;Babeliales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
868;Bacteria;Dependentiae;Babeliae;Babeliales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
560;Bacteria;Dependentiae;Babeliae;Babeliales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;136;4;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
245;Bacteria;Dependentiae;Babeliae;Babeliales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;458;0;0;0;0;0;0;0;0;0;0;0;0;9;233;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
357;Bacteria;Dependentiae;Babeliae;Babeliales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;11;0;0;0;0;1;0;0;0;0;0;0;0;0;78;0;0;2;24;54;62;39;0;143;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0
171;Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;141;0;27;0;0;0;0;553;0;0;0;2;0;0;1;0;4;0;3;0;150;0;1;1;0;7;0;0;7;0;0;26;0;72;0;18;0
771;Bacteria;Margulisbacteria;Margulisbacteria;Margulisbacteria;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;3;0;1;0;0;39;0;0;0;0;0;0;18;0;0;6;45;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;4;0
290;Bacteria;Margulisbacteria;Margulisbacteria;unclassified;Margulisbacteria;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;380;0;0;0;0;0;0;0;0;0;0;0;9;0;9;11;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
313;Bacteria;Margulisbacteria;Margulisbacteria;unclassified;Margulisbacteria;Unclassified;Unclassified;Unclassified;0;1;1;0;10;5;4;0;531;0;2;0;0;384;9;1;0;0;0;0;0;1;37;37;176;0;0;0;30;313;1;0;1;0;0;0;0;1;1;15;0;496;0
68;Bacteria;Margulisbacteria;Margulisbacteria;unclassified;Margulisbacteria;Unclassified;Unclassified;Unclassified;1;0;0;0;782;200;2;1;30;0;158;2;1;25;477;241;1;0;0;0;0;0;3;2;3;1;0;3;1;19;33;0;19;4;0;0;0;0;173;0;0;21;0
872;Bacteria;Planctomycetes;OM190;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;3;1;0;1;0;0;0;2;0;0;15;26;0;0;84;103;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
722;Bacteria;Planctomycetes;OM190;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;1;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;2;8;2;0;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
628;Bacteria;Planctomycetes;OM190;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;53;61;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27
37;Bacteria;Planctomycetes;OM190;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;3;0;167;16;0;55;15;0;3;376;0;0;278;660;0;0;813;788;9;9;2;4;4;399;4;3;0;0;0;0;1;0;1;0;0;0;0;1;0;0;35
150;Bacteria;Planctomycetes;OM190;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;268;422;1;227;0;0;2;16;3;0;229;490;0;0;1189;1602;0;0;1;0;0;8;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207
101;Bacteria;Planctomycetes;Phycispaerae;Tepidispaerales;Tepidispaerales;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;2578;0;0;0;0;8;0;0;28;7;0;0;0;0;0;0;0
860;Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;Unclassified;Unclassified;Unclassified;0;4;1;1;2;0;1;0;3;1;10;0;0;2;0;0;5;0;0;1;6;4;0;1;2;0;0;0;16;0;22;0;12;17;1;1;1;1;9;0;0;1;0
190;Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;Unclassified;Unclassified;Unclassified;2;113;10;54;41;14;5;1;28;5;141;5;10;47;18;44;60;0;1;2;87;7;3;9;40;1;0;11;108;3;316;7;101;122;12;11;6;4;71;14;3;1;1
112;Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;Unclassified;Unclassified;Unclassified;2;368;0;1;0;1;19;0;29;1;1;0;5;1694;0;0;0;1;0;0;18;1;36;8;83;4;659;4;9;96;2;695;1176;8;303;183;172;16;475;202;47;45;4
635;Bacteria;Planctomycetes;Planctomycetacia;Isospaerales;Isospaeraceae;Unclassified;Unclassified;Unclassified;0;1;0;0;1;1;3;0;3;1;2;0;1;8;0;0;0;0;0;4;0;0;0;0;2;1;6;1;3;0;1;13;42;0;8;1;0;2;33;5;3;1;0
621;Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Unclassified;Unclassified;Unclassified;0;0;3;25;0;0;3;0;9;4;0;0;0;16;0;3;61;1;1;3;3;5;9;7;7;5;30;2;0;4;0;8;0;0;7;5;0;2;0;2;3;0;0
147;Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Rubinispaeraceae;Unclassified;Unclassified;Unclassified;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;456;771;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120;Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Rubinispaeraceae;Unclassified;Unclassified;Unclassified;198;76;1;0;93;60;3;27;4;0;41;3;29;148;2;1;0;0;9;23;1;1;3;1;6;0;0;1;569;7;34;0;110;95;0;0;94;3;7;14;0;0;7
380;Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Rubinispaeraceae;Unclassified;Unclassified;Unclassified;0;0;0;0;0;42;0;199;0;0;0;0;7;0;0;0;0;0;45;95;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;220
822;Bacteria;Planctomycetes;vadinHA49;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
886;Bacteria;Planctomycetes;vadinHA49;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;20;0;0;1;9;22;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;2;1;0
760;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Unclassified;Unclassified;Unclassified;0;0;0;2;0;0;8;0;0;0;1;0;0;14;0;0;0;2;0;0;15;0;27;0;19;0;16;0;1;0;0;0;0;0;0;0;0;9;0;2;0;1;0
791;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;1;2;0;68;0;0;3;3;0
521;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Unclassified;Unclassified;Unclassified;0;0;0;41;0;0;7;0;0;63;0;0;0;0;0;0;23;0;0;0;1;0;0;0;0;0;5;0;0;1;0;11;0;0;5;7;0;26;0;0;106;5;0
213;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Unclassified;Unclassified;Unclassified;0;0;1;0;0;0;0;0;8;0;0;0;0;269;0;0;0;10;0;0;28;0;122;1;56;0;573;0;0;4;0;16;0;0;10;0;0;5;0;45;0;1;0
517;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Unclassified;Unclassified;Unclassified;0;6;0;0;2;13;0;6;0;0;2;0;149;5;20;2;0;0;0;0;1;0;2;0;0;2;0;0;21;0;3;0;10;2;0;0;6;5;6;0;0;0;1
217;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Unclassified;Unclassified;Unclassified;0;44;0;0;149;161;23;46;2;0;108;13;9;1;19;55;0;0;73;93;2;7;4;0;1;15;0;14;61;0;99;0;20;55;0;0;1;2;33;0;0;0;25
501;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;9;7;0;0;0;0;4;0;0;0;0;0;0;0;1;1;0;0;2;8;48;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
199;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Unclassified;Unclassified;Unclassified;Unclassified;0;125;17;192;1;0;17;0;17;8;231;2;279;19;3;1;49;2;0;1;19;6;11;6;9;21;10;273;14;8;37;108;18;68;62;43;4;19;8;26;36;19;0
653;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Unclassified;Unclassified;Unclassified;0;1;0;0;0;0;0;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;1;3;0;0;0;1;0;0;0;0;0
433;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Unclassified;Unclassified;Unclassified;0;0;0;122;0;0;75;0;1;209;0;0;0;0;0;0;15;1;0;0;0;0;0;0;2;0;2;0;0;0;0;1;0;0;3;1;0;19;0;0;1;0;0
573;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Unclassified;Unclassified;Unclassified;0;48;0;12;0;1;2;0;41;0;0;0;0;76;0;0;0;0;0;0;1;0;2;0;1;0;0;0;3;0;0;1;0;0;0;0;1;0;0;12;0;2;0
186;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Unclassified;Unclassified;Unclassified;0;0;1;185;0;525;1;452;1;38;0;0;0;1;0;0;8;12;43;60;2;0;0;0;2;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;23
698;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Unclassified;Unclassified;Unclassified;0;0;3;13;0;0;0;0;0;16;0;0;0;0;0;0;88;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
675;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Unclassified;Unclassified;Unclassified;0;1;92;0;2;0;2;0;33;1;2;1;0;0;1;2;2;0;0;0;4;3;4;2;5;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
353;Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;Elsteraceae;Unclassified;Unclassified;Unclassified;0;0;37;11;1;0;3;1;18;4;0;0;0;0;0;0;4;1;0;0;18;5;3;3;11;1;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1
526;Bacteria;Proteobacteria;Alphaproteobacteria;Holosprales;Holospraceae;Unclassified;Unclassified;Unclassified;0;0;22;2;4;0;58;0;10;3;1;0;6;0;9;20;0;3;1;0;1;9;1;4;9;0;102;0;0;1;0;1;0;0;0;0;0;3;0;0;0;1;2
451;Bacteria;Proteobacteria;Alphaproteobacteria;Lacibacterium;aquatile;Unclassified;Unclassified;Unclassified;0;3;2;2;1;0;2;0;3;0;1;1;0;0;0;2;2;1;0;0;4;0;7;9;8;1;0;3;1;1;1;0;0;2;0;0;1;3;0;0;0;0;0
477;Bacteria;Proteobacteria;Alphaproteobacteria;Micropepsales;Micropepsaceae;Unclassified;Unclassified;Unclassified;0;83;0;0;0;0;1;0;1;0;1;0;7;260;0;0;0;0;0;0;0;0;1;0;0;0;2;0;22;10;0;51;0;12;1;2;3;1;0;2;0;21;0
272;Bacteria;Proteobacteria;Alphaproteobacteria;Micropepsales;Micropepsaceae;Unclassified;Unclassified;Unclassified;0;314;2;0;4;1;3;6;1;0;113;1;11;210;0;0;0;4;0;0;2;0;4;0;3;2;24;0;6;13;21;105;7;31;8;6;3;0;0;7;0;51;1
541;Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
606;Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
732;Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;35;49;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
739;Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;Unclassified;Unclassified;Unclassified;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
499;Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;Unclassified;Unclassified;Unclassified;0;0;1;0;0;0;7;0;0;0;1;0;0;4;0;0;0;0;0;0;1;63;149;10;4;0;0;0;9;20;0;9;0;1;0;1;26;11;0;0;0;0;0
182;Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;Unclassified;Unclassified;Unclassified;0;42;0;0;0;2;1;0;1;3;1;0;1;30;0;0;0;0;2;0;1;1;0;0;3;0;0;0;522;57;1;708;0;5;3;664;8;4;0;9;1;21;0
379;Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;Unclassified;Unclassified;Unclassified;0;1;2;37;0;0;33;0;29;20;2;1;0;9;0;0;25;6;0;0;0;3;7;5;10;5;8;0;1;6;0;3;0;0;2;2;0;2;0;5;3;40;1
352;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;A0839;Unclassified;Unclassified;Unclassified;0;0;160;1;3;0;31;0;83;6;0;0;1;0;0;0;2;1;0;0;7;10;0;3;14;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
574;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Unclassified;Unclassified;Unclassified;2;29;25;4;10;0;91;0;25;9;48;12;6;21;0;7;6;0;0;0;11;16;10;12;27;0;6;15;2;27;9;6;3;1;6;4;3;90;0;1;9;65;0
270;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Unclassified;Unclassified;Unclassified;7;96;140;292;17;3;202;1;323;70;1313;54;70;141;3;11;272;14;0;0;112;145;118;133;182;0;43;14;14;53;17;39;15;9;49;13;13;119;1;39;56;194;0
408;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Unclassified;Unclassified;Unclassified;12;736;223;56;128;2;1292;0;318;144;568;147;28;286;11;89;164;3;0;0;201;192;134;362;363;2;117;126;88;479;128;177;20;149;77;101;36;879;7;100;139;1389;0
6;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Unclassified;Unclassified;Unclassified;3;402;101;51;92;16;324;16;354;65;1776;58;237;305;3;14;71;0;0;0;140;64;115;195;249;7;68;45;43;112;152;40;18;104;15;16;14;351;21;46;36;243;6
717;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phreatobacter;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;3;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
364;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Unclassified;Unclassified;Unclassified;Unclassified;1;5;13;370;0;0;9;0;45;20;60;0;3;5;1;0;141;0;0;0;25;10;9;15;23;0;6;0;0;3;0;1;0;0;2;0;1;6;0;1;3;10;0
324;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Unclassified;Unclassified;Unclassified;Unclassified;0;58;2;4;13;0;3;2;11;0;487;3;12;28;0;0;2;0;2;1;2;3;9;1;0;6;3;2;2;1;22;1;0;14;0;0;0;1;0;6;0;30;0
411;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;2;4;0;22;1;63;3;36;0;1;0;0;0;1;22;1;7;4;6;9;7;4;16;0;4;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;5
412;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Unclassified;Unclassified;Unclassified;Unclassified;8;10;2;0;0;162;8;94;2;0;2;0;94;11;0;0;2;0;17;15;0;0;1;1;0;0;1;0;0;0;0;0;37;0;0;0;0;1;65;0;0;0;8
14;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Unclassified;Unclassified;Unclassified;109;47;66;35;17;36;610;26;106;14;266;22;110;118;1;7;22;1;9;7;43;46;38;5;22;0;11;183;15;123;4;35;57;0;46;12;223;660;170;15;28;82;2
475;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Unclassified;Unclassified;Unclassified;0;1;1;1;0;37;6;163;1;0;1;0;0;0;0;0;0;0;52;31;0;1;1;0;1;0;1;15;0;10;0;0;0;0;0;0;5;1;0;1;0;4;25
828;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodosprillales;Magnetospraceae;Unclassified;Unclassified;Unclassified;0;17;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;5;0;2;16;0;0;73;1;4;0;0;7;0;0;0;0;0;0;0;0;0
651;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodosprillales;Magnetosprillaceae;Unclassified;Unclassified;Unclassified;2;39;0;0;0;0;0;0;0;0;2;0;6;0;1;2;0;0;0;0;0;0;0;0;0;2;1;0;51;0;4;0;84;8;0;0;16;0;7;0;0;0;0
539;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodosprillales;Rhodosprillaceae;Unclassified;Unclassified;Unclassified;0;102;0;0;0;0;0;0;2;0;1;0;0;14;0;0;0;1;0;0;2;0;4;0;1;0;32;0;42;9;18;0;34;153;0;0;6;1;2;1;0;1;0
459;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodosprillales;Rhodosprillaceae;Unclassified;Unclassified;Unclassified;0;75;0;0;0;26;0;0;2;0;87;0;6;18;17;1;0;0;0;0;1;0;2;0;2;1;25;1;41;3;91;4;69;88;0;0;11;1;18;0;0;3;0
328;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodosprillales;Rhodosprillaceae;Unclassified;Unclassified;Unclassified;0;128;4;0;0;0;2;0;6;0;4;0;0;93;0;0;0;6;0;0;12;0;23;0;8;0;189;0;137;17;20;26;11;47;5;3;4;1;1;11;0;4;0
462;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodosprillales;Unclassified;Unclassified;Unclassified;Unclassified;0;0;4;2;9;0;0;0;0;8;0;1;0;0;164;108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
