OTU;taxo1;taxo2;taxo3;taxo4;taxo5;taxo6;taxo7;taxo8;LSA_feb_16;LCL_feb_16;LSC_aug_16;LCT_oct_16;LCL_sep_16;LSA_oct_16;LSC_may_16;LSA_aug_16;LSC_oct_16;LCT_jul_17;LCL_nov_16;LCL_jul_17;LSA_may_17;LSC_feb_17;LCL_sep_17_F;LCL_sep_17;LCT_sep_17;LCT_sep_17_F;LSA_sep_17;LSA_sep_17_F;LSC_24_aug_17;LSC_jul_17;LSC_jul_17_F;LSC_31_aug_17;LSC_31_aug_17_F;LCL_jul_17_F;LCT_jul_17_F;LCL_may_17;LCL_mar_17;LSC_mar_17;LCL_jan_17;LCT_mar_17;LSA_feb_17;LCL_feb_17;LCT_jan_17;LCT_feb_17;LSA_mar_17;LSC_may_17;LSA_jan_17;LSC_jan_17;LCT_may_17;LSC_mar_16;LSA_jul_17
624;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;22;97;172;201;146;88;202;28;232;88;210;73;34;62;25;60;99;13;15;25;42;74;38;56;92;37;57;184;91;146;57;70;29;50;61;49;71;239;86;33;90;556;6
297;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;0;0;469;232;1;2;18;21;783;663;5;7;0;7;0;0;389;1;4;2;122;429;187;315;556;0;26;0;0;2;0;4;1;0;27;8;1;7;0;8;15;1;9
344;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;35;24;11;17;5;11;65;13;40;7;27;2;4;19;1;10;11;53;8;2;29;8;11;7;8;8;247;188;45;84;38;42;36;17;18;22;144;94;40;9;12;151;9
174;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;27;20;13;11;8;14;2664;15;12;6;17;9;6;8;0;9;3;4;20;28;20;2;5;4;4;3;17;13;37;50;16;49;34;9;14;26;21;1913;14;20;15;25;9
197;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;0;0;122;14;1;3;4;7;283;30;0;0;0;1;0;0;38;0;3;2;27;157;59;175;250;1;2;0;0;1;0;0;0;0;1;1;0;0;0;2;2;0;10
25;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;41;198;161;722;783;66;657;17;331;101;562;207;133;391;27;74;195;34;27;33;72;77;75;34;72;42;184;106;93;137;115;151;110;134;191;97;24;371;38;114;128;223;16
27;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;153;111;92;297;101;16;1101;14;118;72;148;60;63;39;4;49;126;4;11;24;81;52;9;19;33;3;11;195;99;403;97;144;79;67;63;66;108;873;45;43;128;106;18
854;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;3;25;21;33;194;27;63;81;56;9;48;30;6;11;9;36;6;1;19;18;9;12;3;6;4;6;2;43;16;43;24;10;9;16;11;4;0;44;1;2;9;149;19
87;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;0;0;131;94;448;119;35;85;83;42;64;331;1;4;14;29;10;7;25;33;5;21;4;11;16;117;8;3;0;0;1;1;1;0;3;0;0;2;1;0;31;1;28
296;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;105;2;6;7;24;26;9;72;15;0;16;2;34;1;2;8;2;0;8;9;6;0;1;0;3;1;0;4;7;115;4;2;136;6;1;1;33;23;33;1;0;160;30
311;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;0;0;0;1;0;9;0;269;3;0;0;0;0;0;0;0;0;0;157;204;0;5;1;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;32
862;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;0;0;0;0;133;16;0;40;0;0;3;2;0;0;16;127;0;0;8;7;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;32
16;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;70;242;212;625;595;131;391;99;278;115;617;215;81;149;67;203;229;53;9;27;119;88;80;53;91;123;151;351;140;280;152;184;73;195;260;175;16;376;50;80;198;340;33
116;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;26;598;421;1635;1141;115;310;16;930;133;576;329;123;223;149;338;618;194;8;22;159;226;207;109;132;215;287;673;175;198;153;403;69;267;792;309;21;153;15;120;357;205;37
17;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;686;721;1094;2838;572;312;3034;96;1410;537;1048;383;361;596;152;309;840;429;54;63;354;330;426;660;802;454;1215;1149;1143;3152;406;1037;231;419;1620;1420;633;3745;157;215;1137;8426;37
132;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;1;2;176;11;7;27;394;16;98;48;58;4;5;1;1;10;16;29;41;38;150;141;63;62;193;2;13;44;18;1;12;0;1;6;0;0;23;144;0;2;2;1;38
885;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;0;0;0;0;0;7;0;24;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42
23;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;456;423;154;87;307;74;954;403;121;45;336;418;21;297;45;157;51;33;43;52;186;45;35;41;76;70;274;188;441;883;463;705;547;338;251;422;518;1028;298;300;172;602;66
280;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;7;0;7;7;6;19;20;291;3;0;3;2;4;0;0;4;3;0;49;39;9;5;2;0;5;4;4;18;0;1;2;1;19;0;0;0;1;21;16;0;0;2;97
57;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;27;33;74;75;282;250;20;213;131;21;278;118;89;9;30;90;23;3;48;40;44;43;12;29;49;3;3;25;19;48;42;12;89;39;22;6;30;51;36;9;10;54;97
2;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;209;484;494;1421;1163;329;2057;341;831;253;1291;593;228;330;184;684;439;161;70;84;370;153;109;131;209;233;364;1487;480;1345;319;502;157;325;685;502;174;2453;151;172;836;4263;110
56;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;472;1656;699;951;3046;1021;1560;455;999;161;3161;1107;594;321;616;1759;317;259;241;260;245;215;201;118;227;690;375;1582;864;791;1020;420;379;1137;558;307;121;1104;311;215;585;1578;221
267;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;0;0;0;1;0;14;0;510;1;2;0;0;0;0;0;0;13;0;255;176;0;2;0;0;1;0;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;234
188;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;12;27;74;16;53;19;15;1354;37;2;30;35;1;9;4;18;6;12;157;103;52;20;6;11;15;10;25;16;57;16;8;6;57;5;4;9;54;23;38;2;9;20;356
9;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;16;80;100;56;353;43;118;1542;149;4;312;299;33;45;21;106;19;4;184;125;110;35;23;20;30;23;42;108;75;251;45;26;15;37;20;13;16;228;13;16;31;1107;412
183;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Unclassified;Unclassified;Unclassified;0;0;25;10;0;66;0;83;10;13;0;1;0;1;0;0;9;0;358;439;4;12;3;10;13;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;420
207;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Methylophilaceae;Unclassified;Unclassified;Unclassified;1;16;11;13;0;0;492;0;72;76;1;4;0;21;0;0;2;1;0;0;14;7;3;10;53;0;0;121;11;90;0;5;0;0;4;0;1;216;0;11;3;73;1
788;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Neisseriaceae;Unclassified;Unclassified;Unclassified;0;0;5;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;2;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
627;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Nitrosomonadaceae;Unclassified;Unclassified;Unclassified;0;26;0;0;0;0;0;0;0;0;2;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;7;7;14;44;47;1;6;10;0;1;3;0;4;0
449;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Nitrosomonadaceae;Unclassified;Unclassified;Unclassified;1;23;6;1;1;5;0;0;32;0;90;0;1;122;22;7;0;2;3;5;5;10;11;6;18;0;28;1;91;16;27;47;54;28;3;15;3;5;15;32;0;9;2
129;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Rhodocyclaceae;Unclassified;Unclassified;Unclassified;0;0;125;577;199;0;0;0;20;44;0;391;0;0;0;3;226;0;0;0;7;22;9;2;4;2;1;7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
535;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Rhodocyclaceae;Unclassified;Unclassified;Unclassified;2;3;0;1;0;3;1;1;0;0;1;0;0;44;0;1;0;0;0;0;4;0;0;0;0;0;0;2;1;8;3;134;2;2;16;54;1;9;0;8;0;17;1
418;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;TRA3-20;Unclassified;Unclassified;Unclassified;0;38;0;0;0;0;4;0;9;0;2;0;0;60;0;1;0;4;0;0;2;0;8;1;12;0;42;0;61;11;1;102;0;4;18;64;0;12;0;14;1;12;0
60;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;TRA3-20;Unclassified;Unclassified;Unclassified;12;162;47;1;1;0;32;0;69;0;2;0;0;466;0;1;0;9;0;0;18;8;61;25;74;0;206;0;213;112;15;233;168;172;46;134;29;54;12;210;2;56;0
880;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;TRA3-20;Unclassified;Unclassified;Unclassified;5;6;11;0;60;9;0;2;6;0;106;28;6;0;4;14;0;0;0;0;2;2;0;1;2;5;0;2;22;0;2;2;7;3;1;0;3;0;2;0;0;1;1
117;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;TRA3-20;Unclassified;Unclassified;Unclassified;11;56;22;0;220;34;1;17;27;0;572;180;52;0;12;104;0;0;10;7;3;1;1;2;14;45;1;15;150;0;25;0;110;18;0;0;30;0;35;0;0;0;8
841;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Unclassified;Unclassified;Unclassified;Unclassified;0;11;0;0;0;0;0;0;0;0;0;0;0;281;0;0;0;0;0;0;0;0;0;0;0;0;7;0;37;7;0;0;8;0;0;0;12;0;0;2;0;0;0
299;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Unclassified;Unclassified;Unclassified;Unclassified;0;138;13;48;0;0;5;0;57;1;3;0;0;74;0;0;20;4;0;0;3;1;17;3;11;0;4;0;47;13;25;49;0;44;40;43;0;3;0;29;1;17;0
224;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Unclassified;Unclassified;Unclassified;Unclassified;0;24;0;1;0;6;12;3;28;0;0;0;1;174;0;0;0;11;7;22;7;0;16;1;6;1;378;1;273;22;10;72;1;10;36;36;0;9;0;47;0;9;0
254;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Unclassified;Unclassified;Unclassified;Unclassified;13;23;1;0;0;0;13;0;5;0;3;0;0;203;0;0;0;12;0;0;4;0;37;2;7;0;144;0;150;56;10;121;82;25;46;59;24;15;1;73;0;20;0
201;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Unclassified;Unclassified;Unclassified;Unclassified;0;45;2;0;0;1;3;0;60;0;3;0;24;429;0;2;0;7;0;0;11;0;36;1;15;1;195;1;138;76;2;156;0;2;30;109;1;8;0;132;0;21;0
814;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Unclassified;Unclassified;Unclassified;Unclassified;0;6;9;0;7;2;1;1;17;0;4;0;2;5;3;2;0;0;0;0;8;1;8;2;5;2;1;1;11;4;3;5;0;3;26;8;0;0;0;4;0;0;1
218;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Unclassified;Unclassified;Unclassified;Unclassified;0;85;34;2;31;15;2;1;118;0;94;1;20;47;22;15;0;2;0;1;47;14;53;26;85;7;23;2;75;10;31;42;10;48;197;89;1;4;0;25;0;4;1
285;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteriales;Unclassified;Unclassified;Unclassified;Unclassified;268;749;51;109;399;221;35;86;422;1;648;129;302;230;104;682;40;198;81;61;85;83;106;40;135;145;478;799;736;138;1196;334;450;2034;266;166;63;46;145;140;57;43;104
532;Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Unclassified;Unclassified;Unclassified;0;0;0;1;0;0;1;2;1;0;2;0;0;0;0;0;1;12;9;14;1;0;90;4;32;0;15;1;0;0;3;0;0;0;0;0;2;1;0;0;0;0;0
579;Bacteria;Proteobacteria;Gammaproteobacteria;CHAB-XI-27;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;0;0;4;0;0;2;0;0;0;0;0;0;1;0;0;0;1;0;1;0;2;7;0;0;0;0;0;0;5;1;0;0;0;0;0
843;Bacteria;Proteobacteria;Gammaproteobacteria;CHAB-XI-27;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;9;0;0;0;0;0;56;0;0;1;3;5;0;0;0;0;0;0;0;0;0;1;0;8;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0
359;Bacteria;Proteobacteria;Gammaproteobacteria;clade KI89A;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;144;0;99;0;0;0;0;0;0;0;0;0;0;126;91;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;167
819;Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;2;0;2;0;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
472;Bacteria;Proteobacteria;Gammaproteobacteria;Ga0077536;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;174;0;59;0;0;0;0;2;0;0;0;0;0;13;15;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;35
831;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;11;0;0;6;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
808;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
238;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;1;0;24;0;122;1;533;3;65;0;227;129;1;76;17;50;0;0;4;2;4;1;5;3;37;9;2;134;1;1;20;6;1;1;4;0;0;27;2;17;4;0;0
244;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;0;0;96;74;219;0;5;0;75;166;99;70;0;1;6;55;17;0;1;2;24;11;6;30;51;2;7;54;0;1;0;0;0;0;0;0;0;1;0;0;0;1;3
536;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Unclassified;Unclassified;Unclassified;0;2;2;0;7;0;8;0;32;0;252;0;0;21;5;1;0;0;0;0;1;1;4;1;2;0;0;1;20;3;16;0;0;14;0;0;0;1;0;0;0;3;0
370;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonaceae;Unclassified;Unclassified;Unclassified;0;9;0;0;2;4;6;0;2;1;43;0;0;52;0;0;0;0;0;1;2;0;1;0;0;0;0;0;34;257;2;0;2;1;0;0;15;8;1;9;0;335;0
194;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonaceae;Unclassified;Unclassified;Unclassified;0;523;0;0;1;1;3;0;2;0;107;0;0;38;1;0;0;1;1;0;0;0;0;0;0;0;1;0;355;56;395;0;2;687;0;0;0;4;3;3;0;212;1
33;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonaceae;Unclassified;Unclassified;Unclassified;0;5440;0;0;90;171;61;16;84;0;2789;0;1;258;1;0;0;0;41;84;6;0;13;8;37;4;39;0;2602;452;3998;2;188;4658;7;1;25;27;55;50;0;4893;3
330;Bacteria;Proteobacteria;Gammaproteobacteria;R7C24;Unclassified;Unclassified;Unclassified;Unclassified;0;4;0;0;118;0;1;0;1;0;71;104;0;0;9;99;0;0;0;0;1;0;0;0;5;3;1;1;2;2;5;1;0;5;0;0;1;0;0;1;0;0;0
298;Bacteria;Proteobacteria;Gammaproteobacteria;R7C24;Unclassified;Unclassified;Unclassified;Unclassified;0;11;1;0;0;0;157;0;0;0;241;0;0;17;0;0;0;0;0;0;1;0;0;0;0;0;1;9;16;10;32;3;0;23;0;0;0;135;0;8;0;6;0
256;Bacteria;Proteobacteria;Gammaproteobacteria;R7C24;Unclassified;Unclassified;Unclassified;Unclassified;0;40;13;73;7;0;22;0;62;38;217;5;0;10;4;3;14;0;0;0;13;2;7;8;29;1;22;15;23;15;29;74;0;22;45;52;0;17;0;10;21;32;0
596;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;Unclassified;Unclassified;Unclassified;1;11;0;0;0;0;1;0;0;0;3;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15;2;56;0;14;27;0;0;19;0;0;16;0;0;0
815;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;Unclassified;Unclassified;Unclassified;0;0;1;1;0;0;4;0;1;0;0;0;0;6;0;0;2;4;0;0;0;0;1;0;1;0;16;0;1;1;0;7;0;0;23;9;0;5;0;5;1;1;0
423;Bacteria;Proteobacteria;Gammaproteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;16;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
326;Bacteria;Proteobacteria;Gammaproteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;57;47;0;0;0;0;71;0;0;0;7;0;2;70;0;0;0;0;0;0;0;0;0;0;0;0;5;0;81;2;27;21;134;30;3;3;21;35;6;16;3;2;0
93;Bacteria;Proteobacteria;Gammaproteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;18;0;78;0;3;116;66;51;287;0;2;0;43;2;0;2;0;0;39;30;30;9;12;42;196;0;1;1;0;0;0;1;32;0;0;0;0;5;43;1;0;0;17
563;Bacteria;Proteobacteria;Gammaproteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;21;0;1;0;9;17;0;114;0;0;3;0;4;1;4;0;0;0;4;2;0;0;0;0;0;1;0;0;0;0;0;0;9;0;0;0;1;1;24;0;0;0;58
198;Bacteria;Proteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;53;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;59;18;39;14;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
323;Bacteria;Proteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;9;0;2;3;0;8;79;0;1;29;0;0;5;12;0;0;12;16;2;38;17;8;14;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
764;Bacteria;Proteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
765;Bacteria;Proteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;12;0;0;0;0;0;13;0;0;0;0;0;0;4;0;0;0;2;3;3;2;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
839;Bacteria;Proteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;1;2;0;0;3;0;27;8;0;0;0;0;0;0;0;0;0;0;0;16;0;8;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;8;0;0
583;Bacteria;Proteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;1;0;0;0;0;0;14;0;0;0;2;1;0;0;0;0;0;0;1;0;4;3;5;0;1;0;0;0;0;0;63;0;0;0;0;0;22;0;1;0;0
695;Bacteria;Proteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;1;0;9;0;27;0;7;1;1;22;16;0;1;6;0;0;0;0;0;0;1;2;2;3;0;3;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0
617;Bacteria;Proteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;2;0;7;0;0;0;1;0;1;2;0;0;14;2;0;0;0;0;4;0;3;17;17;2;0;142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
673;Bacteria;Proteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;1;0;1;8;3;0;56;0;7;1;1;2;0;0;0;0;17;1;0;0;0;1;1;5;4;0;2;11;1;3;0;0;0;0;0;0;1;11;0;0;13;1;0
584;Bacteria;Proteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;3;0;0;0;1;0;10;0;0;0;0;0;0;0;0;0;0;0;1;8;2;16;10;0;0;0;0;0;1;0;0;1;0;3;0;0;0;0;0;0;0
879;Bacteria;Proteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;1;2;2;0;2;0;2;3;0;2;0;2;1;0;0;1;0;0;0;1;0
248;Bacteria;Proteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;4;0;0;0;0;1;0;0;0;0;23;1;0;0;91;0;0;0;0;3;0;0;0;614;0;0;0;0;50;0;0;141;6;0;2;0;2;5;1;0
204;Bacteria;Proteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;125;19;12;7;27;100;8;213;39;0;44;78;32;1;2;25;5;0;36;76;0;1;1;0;1;14;1;255;14;0;17;0;19;6;0;0;0;0;35;0;0;0;2
260;Bacteria;Proteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;497;0;0;0;0;6;0;1;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;0;0;0;0;0;37;0;0;0;3
786;Bacteria;Proteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;104;10;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
358;Bacteria;Proteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;2;0;31;0;3;1;1;0;2;0;0;2;6;1;0;21;21;0;1;0;1;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
354;Bacteria;Proteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;10;20;55;5;0;10;4;1;1;74;0;0;47;231;59;0;0;1;8;5;10;5;15;323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22
510;Bacteria;Proteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;1;19;4;0;4;1;2;177;0;0;1;0;3;1;11;0;1;0;7;5;1;0;2;0;13;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;48
682;Bacteria;Proteobacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;2;0;6;0;0;0;0;0;0;0;0;0;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91
800;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Unclassified;Unclassified;Unclassified;0;0;0;0;1;0;0;10;0;0;0;2;0;0;2;1;0;0;11;22;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
231;Bacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;414;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;13;127;31;2;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
275;Bacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;3;2;11;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
382;Bacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
597;Bacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;6;0;1;0;0;0;1;0;0;60;37;0;0;1;0;0;1;0;7;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
730;Bacteria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
